ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange,Which
Mario,HILL_LEFT,D,None,None,None,None,OTHER
HILL_LEFT,Mario,U,None,None,None,None,OTHER
Mario,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,Mario,L,None,None,None,None,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Mario,L,None,None,None,None,OTHER
Mario,HILL_LEFT,U,None,None,None,None,OTHER
HILL_LEFT,Mario,D,None,None,None,None,OTHER
Mario,HILL_FILL,U,None,None,None,None,OTHER
HILL_FILL,Mario,D,None,None,None,None,OTHER
Mario,HILL_TOP,U,None,None,None,None,OTHER
HILL_TOP,Mario,D,None,None,None,None,OTHER
Mario,HILL_TOP,R,None,None,None,None,OTHER
HILL_TOP,Mario,L,None,None,None,None,OTHER
Mario,HILL_TOP,R,None,None,None,None,OTHER
HILL_TOP,Mario,L,None,None,None,None,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
Goomba,HILL_FILL,L,VelChange,Mario,None,vy,OTHER
HILL_FILL,Goomba,R,VelChange,Mario,None,vy,OTHER
Mario,HILL_TOP,D,VelChange,Mario,None,vy,A
HILL_TOP,Mario,U,VelChange,Mario,None,vy,B
Goomba,HILL_FILL,D,None,None,None,None,OTHER
HILL_FILL,Goomba,U,None,None,None,None,OTHER
Goomba,HILL_FILL,L,None,None,None,None,OTHER
HILL_FILL,Goomba,R,None,None,None,None,OTHER
Goomba,HILL_FILL,D,None,None,None,None,OTHER
HILL_FILL,Goomba,U,None,None,None,None,OTHER
Goomba,HILL_FILL,L,None,None,None,None,OTHER
HILL_FILL,Goomba,R,None,None,None,None,OTHER
Goomba,HILL_FILL,D,None,None,None,None,OTHER
HILL_FILL,Goomba,U,None,None,None,None,OTHER
Goomba,HILL_FILL,L,None,None,None,None,OTHER
HILL_FILL,Goomba,R,None,None,None,None,OTHER
Mario,HILL_LEFT,D,None,None,None,None,OTHER
HILL_LEFT,Mario,U,None,None,None,None,OTHER
Mario,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,Mario,L,None,None,None,None,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Mario,L,None,None,None,None,OTHER
Mario,HILL_RIGHT,R,None,None,None,None,OTHER
HILL_RIGHT,Mario,L,None,None,None,None,OTHER
Goomba,HILL_TOP,D,VelChange,Goomba,None,vy,A
HILL_TOP,Goomba,U,VelChange,Goomba,None,vy,B
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy,A
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy,B
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mario,LEFT_GRASS_EDGE,R,VelChange,Mario,None,vx,A
LEFT_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx,B
Mario,LEFT_UP_GRASS_EDGE,R,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,Mario,L,None,None,None,None,OTHER
Goomba,HILL_TOP_LEFT,D,None,None,None,None,OTHER
HILL_TOP_LEFT,Goomba,U,None,None,None,None,OTHER
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy,A
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy,B
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
Mario,Goomba,D,VelChange,Mario,None,vy,A
Mario,Goomba,D,Delete,Goomba,None,None,B
Goomba,Mario,U,VelChange,Mario,None,vy,B
Goomba,Mario,U,Delete,Goomba,None,None,A
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,Mario,L,None,None,None,None,OTHER
Mario,HILL_TOP_LEFT,U,None,None,None,None,OTHER
HILL_TOP_LEFT,Mario,D,None,None,None,None,OTHER
Mario,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Mario,L,None,None,None,None,OTHER
Mario,HILL_TOP,R,None,None,None,None,OTHER
HILL_TOP,Mario,L,None,None,None,None,OTHER
Mario,COIN,U,Delete,COIN,None,None,B
COIN,Mario,D,Delete,COIN,None,None,A
Mario,COIN,R,Delete,COIN,None,None,B
COIN,Mario,L,Delete,COIN,None,None,A
Mario,COIN,R,Delete,COIN,None,None,B
COIN,Mario,L,Delete,COIN,None,None,A
Mario,HILL_TOP,D,VelChange,Mario,None,vy,A
HILL_TOP,Mario,U,VelChange,Mario,None,vy,B
Mario,COIN,U,Delete,COIN,None,None,B
COIN,Mario,D,Delete,COIN,None,None,A
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,HILL_TOP,D,VelChange,Mario,None,vy,A
HILL_TOP,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,Mushroom,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,Mushroom,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,HILL_TOP,D,VelChange,Mario,None,vy,A
HILL_TOP,Mario,U,VelChange,Mario,None,vy,B
Mushroom,4,D,VelChange,Mushroom,None,vy,A
4,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,SPENT,D,VelChange,Mushroom,None,vy,A
SPENT,Mushroom,U,VelChange,Mushroom,None,vy,B
Mario,COIN,U,Delete,COIN,None,None,B
COIN,Mario,D,Delete,COIN,None,None,A
Mario,QBLOCK,U,Change,QBLOCK,SPENT,None,B
Mario,QBLOCK,U,Add,COIN,None,None,OTHER
Mario,QBLOCK,U,VelChange,Mario,None,vy,A
QBLOCK,Mario,D,Change,QBLOCK,SPENT,None,A
QBLOCK,Mario,D,Add,COIN,None,None,OTHER
QBLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,HILL_TOP_RIGHT,D,VelChange,Mario,None,vy,A
HILL_TOP_RIGHT,Mario,U,VelChange,Mario,None,vy,B
Mario,HILL_TOP,D,VelChange,Mario,None,vy,A
HILL_TOP,Mario,U,VelChange,Mario,None,vy,B
Mushroom,4,D,VelChange,Mushroom,None,vy,A
4,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,SPENT,D,VelChange,Mushroom,None,vy,A
SPENT,Mushroom,U,VelChange,Mushroom,None,vy,B
Mario,HILL_TOP,D,None,None,None,None,OTHER
HILL_TOP,Mario,U,None,None,None,None,OTHER
Mushroom,BLOCK,D,None,None,None,None,OTHER
BLOCK,Mushroom,U,None,None,None,None,OTHER
Mushroom,6,D,None,None,None,None,OTHER
6,Mushroom,U,None,None,None,None,OTHER
Mario,HILL_TOP_LEFT,D,None,None,None,None,OTHER
HILL_TOP_LEFT,Mario,U,None,None,None,None,OTHER
Mushroom,COIN,D,None,None,None,None,OTHER
COIN,Mushroom,U,None,None,None,None,OTHER
BigMario,HILL_TOP_LEFT,D,VelChange,BigMario,None,vy,A
HILL_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,COIN,R,Delete,COIN,None,None,B
COIN,BigMario,L,Delete,COIN,None,None,A
BigMario,HILL_TOP,D,None,None,None,None,OTHER
HILL_TOP,BigMario,U,None,None,None,None,OTHER
BigMario,HILL_TOP_RIGHT,D,None,None,None,None,OTHER
HILL_TOP_RIGHT,BigMario,U,None,None,None,None,OTHER
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
Goomba,GROUND,D,Delete,COIN,None,None,OTHER
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
GROUND,Goomba,U,Delete,COIN,None,None,OTHER
BigMario,COIN,R,VelChange,Goomba,None,vy,OTHER
BigMario,COIN,R,Delete,COIN,None,None,B
COIN,BigMario,L,VelChange,Goomba,None,vy,OTHER
COIN,BigMario,L,Delete,COIN,None,None,A
Goomba,HILL_LEFT,L,Delete,COIN,None,None,OTHER
Goomba,HILL_LEFT,L,VelChange,BigMario,None,vy,OTHER
HILL_LEFT,Goomba,R,Delete,COIN,None,None,OTHER
HILL_LEFT,Goomba,R,VelChange,BigMario,None,vy,OTHER
BigMario,COIN,R,Delete,COIN,None,None,B
BigMario,COIN,R,VelChange,BigMario,None,vy,A
COIN,BigMario,L,Delete,COIN,None,None,A
COIN,BigMario,L,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,Delete,COIN,None,None,OTHER
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,Delete,COIN,None,None,OTHER
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,COIN,R,Delete,COIN,None,None,B
COIN,BigMario,L,Delete,COIN,None,None,A
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,COIN,R,Delete,COIN,None,None,B
COIN,BigMario,L,Delete,COIN,None,None,A
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
Goomba,LEFT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,Goomba,U,None,None,None,None,OTHER
BigMario,COIN,R,Delete,COIN,None,None,B
COIN,BigMario,L,Delete,COIN,None,None,A
Goomba,HILL_LEFT,D,None,None,None,None,OTHER
HILL_LEFT,Goomba,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
BigMario,BLOCK,R,VelChange,BigMario,None,vx,A
BLOCK,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,Goomba,D,VelChange,BigMario,None,vy,A
BigMario,Goomba,D,Delete,Goomba,None,None,B
Goomba,BigMario,U,VelChange,BigMario,None,vy,B
Goomba,BigMario,U,Delete,Goomba,None,None,A
BigMario,BLOCK,R,None,None,None,None,OTHER
BLOCK,BigMario,L,None,None,None,None,OTHER
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,FireFlower,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,FireFlower,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,None,None,None,None,OTHER
GROUND,BigMario,U,None,None,None,None,OTHER
FireMario,SPENT,L,VelChange,FireMario,None,vx,A
SPENT,FireMario,R,VelChange,FireMario,None,vx,B
FireMario,GROUND,D,None,None,None,None,OTHER
GROUND,FireMario,U,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,RIGHT_UP_GRASS_EDGE,L,VelChange,Fireball,None,vy,A
Fireball,RIGHT_UP_GRASS_EDGE,L,Delete,Fireball,None,None,A
Fireball,RIGHT_UP_GRASS_EDGE,L,VelChange,Fireball,None,vx,A
RIGHT_UP_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vy,B
RIGHT_UP_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None,B
RIGHT_UP_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx,B
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vy,A
Fireball,RIGHT_GRASS_EDGE,L,Delete,Fireball,None,None,A
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vx,A
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vy,B
RIGHT_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None,B
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx,B
Fireball,0,L,VelChange,Fireball,None,vy,A
Fireball,0,L,Delete,Fireball,None,None,A
Fireball,0,L,VelChange,Fireball,None,vx,A
0,Fireball,R,VelChange,Fireball,None,vy,B
0,Fireball,R,Delete,Fireball,None,None,B
0,Fireball,R,VelChange,Fireball,None,vx,B
Fireball,RIGHT_UP_GRASS_EDGE,L,Delete,Fireball,None,None,A
Fireball,RIGHT_UP_GRASS_EDGE,L,VelChange,Fireball,None,vx,A
RIGHT_UP_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None,B
RIGHT_UP_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx,B
Fireball,RIGHT_GRASS_EDGE,L,Delete,Fireball,None,None,A
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vx,A
RIGHT_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None,B
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx,B
Fireball,0,L,Delete,Fireball,None,None,A
Fireball,0,L,VelChange,Fireball,None,vx,A
0,Fireball,R,Delete,Fireball,None,None,B
0,Fireball,R,VelChange,Fireball,None,vx,B
FireMario,HILL_TOP_LEFT,R,None,None,None,None,OTHER
HILL_TOP_LEFT,FireMario,L,None,None,None,None,OTHER
FireMario,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,FireMario,L,None,None,None,None,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,FireMario,L,None,None,None,None,OTHER
FireMario,HILL_TOP,R,None,None,None,None,OTHER
HILL_TOP,FireMario,L,None,None,None,None,OTHER
FireMario,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,FireMario,L,None,None,None,None,OTHER
FireMario,COIN,U,Delete,COIN,None,None,B
FireMario,COIN,U,Delete,COIN,None,None,B
COIN,FireMario,D,Delete,COIN,None,None,A
COIN,FireMario,D,Delete,COIN,None,None,A
FireMario,COIN,U,Delete,COIN,None,None,B
FireMario,COIN,U,Delete,COIN,None,None,B
COIN,FireMario,D,Delete,COIN,None,None,A
COIN,FireMario,D,Delete,COIN,None,None,A
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,HILL_TOP,D,VelChange,FireMario,None,vy,A
HILL_TOP,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,COIN,L,Delete,COIN,None,None,B
COIN,FireMario,R,Delete,COIN,None,None,A
FireMario,HILL_TOP_LEFT,D,Delete,COIN,None,None,OTHER
HILL_TOP_LEFT,FireMario,U,Delete,COIN,None,None,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,Fireball,None,vy,B
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
Goomba,Fireball,L,VelChange,Goomba,None,vy,A
Fireball,Goomba,R,VelChange,Goomba,None,vy,B
Goomba,Fireball,L,VelChange,Goomba,None,vy,A
Fireball,Goomba,R,VelChange,Goomba,None,vy,B
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
FireMario,HILL_TOP_LEFT,R,None,None,None,None,OTHER
HILL_TOP_LEFT,FireMario,L,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
FireMario,HILL_TOP,R,None,None,None,None,OTHER
HILL_TOP,FireMario,L,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Fireball,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_LEFT,R,None,None,None,None,OTHER
HILL_LEFT,Fireball,L,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Goomba,Fireball,L,VelChange,FireMario,None,vy,OTHER
Fireball,Goomba,R,VelChange,FireMario,None,vy,OTHER
Goomba,Fireball,L,VelChange,FireMario,None,vy,OTHER
Fireball,Goomba,R,VelChange,FireMario,None,vy,OTHER
Goomba,HILL_RIGHT,D,None,None,None,None,OTHER
HILL_RIGHT,Goomba,U,None,None,None,None,OTHER
Goomba,HILL_RIGHT,L,None,None,None,None,OTHER
HILL_RIGHT,Goomba,R,None,None,None,None,OTHER
Fireball,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_FILL,D,None,None,None,None,OTHER
HILL_FILL,Fireball,U,None,None,None,None,OTHER
Fireball,HILL_LEFT,D,None,None,None,None,OTHER
HILL_LEFT,Fireball,U,None,None,None,None,OTHER
Fireball,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_FILL,D,None,None,None,None,OTHER
HILL_FILL,Fireball,U,None,None,None,None,OTHER
Fireball,HILL_LEFT,D,None,None,None,None,OTHER
HILL_LEFT,Fireball,U,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
FireMario,HILL_TOP,D,None,None,None,None,OTHER
HILL_TOP,FireMario,U,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,Fireball,None,vy,B
FireMario,HILL_TOP_RIGHT,D,VelChange,Fireball,None,vy,OTHER
FireMario,HILL_TOP_RIGHT,D,VelChange,Fireball,None,vy,OTHER
HILL_TOP_RIGHT,FireMario,U,VelChange,Fireball,None,vy,OTHER
HILL_TOP_RIGHT,FireMario,U,VelChange,Fireball,None,vy,OTHER
Spiky,Fireball,L,VelChange,Fireball,None,vy,B
Spiky,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,Spiky,R,VelChange,Fireball,None,vy,A
Fireball,Spiky,R,VelChange,Fireball,None,vy,A
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Spiky,Fireball,L,VelChange,Fireball,None,vy,B
Spiky,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,Spiky,R,VelChange,Fireball,None,vy,A
Fireball,Spiky,R,VelChange,Fireball,None,vy,A
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Goomba,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Fireball,Goomba,R,VelChange,Fireball,None,vy,A
Fireball,HILL_FILL,U,None,None,None,None,OTHER
HILL_FILL,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_FILL,U,None,None,None,None,OTHER
HILL_FILL,Fireball,D,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Fireball,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_FILL,R,None,None,None,None,OTHER
HILL_FILL,Fireball,L,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,L,None,None,None,None,OTHER
Fireball,Goomba,R,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Fireball,HILL_RIGHT,U,None,None,None,None,OTHER
HILL_RIGHT,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_RIGHT,R,None,None,None,None,OTHER
HILL_RIGHT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_FILL,U,None,None,None,None,OTHER
HILL_FILL,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_RIGHT,U,None,None,None,None,OTHER
HILL_RIGHT,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_RIGHT,R,None,None,None,None,OTHER
HILL_RIGHT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_FILL,U,None,None,None,None,OTHER
HILL_FILL,Fireball,D,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
Fireball,Goomba,U,None,None,None,None,OTHER
Spiky,Fireball,L,None,None,None,None,OTHER
Fireball,Spiky,R,None,None,None,None,OTHER
Goomba,Fireball,D,None,None,None,None,OTHER
